slug,nombre_ejercicio,descripcion,beneficios,errores_comunes,precauciones,tipo_ejercicio,musculos_principales,musculos_secundarios,equipamiento_necesario,nivel_recomendado,intensidad,objetivos_principales,ranking_efectividad,etiquetas,variaciones,hsl_link,direct_link,thumbnail_url,preview_url_webp,storage_video
sentadilla-hack-eje,Sentadilla Hack con eje libre,"Ubica el cuerpo inclinado sobre la máquina Hack pero con un eje libre que no tiene guías. Coloca los hombros bajo los cojines, pies en una plataforma inclinada. Desbloquea el mecanismo y desciende controladamente flexionando rodillas y caderas, manteniendo la espalda firme y el core activo. Luego, empuja con los pies para volver a la posición inicial. Requiere mayor estabilización y control por la libertad de movimiento del eje.","[""Mayor activación de estabilizadores"",""Mejora control neuromuscular"",""Varía el estímulo frente a máquinas guiadas""]","[""Redondear la espalda"",""Perder el control del eje"",""Alineación incorrecta de rodillas""]","[""Familiarízate con la máquina antes de usarla"",""Evita cargas altas al comenzar"",""Concéntrate en la técnica""]",compuesto,Cuádriceps,"[""Glúteos"",""Isquiotibiales"",""Core""]","[""Máquina Hack con eje libre""]","[""Intermedio"",""Avanzado""]",alta,hipertrofia,9,"[""piernas"",""glúteos"",""gimnasio"",""hack"",""avanzado""]","[""sentadilla-hack-eje"",""sentadilla-hack"",""hack-total-vertical-pimpos""]",https://vz-cddd003b-54d.b-cdn.net/9d64ad5f-df6d-4e6f-a2cc-186f67421417/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/9d64ad5f-df6d-4e6f-a2cc-186f67421417,https://vz-cddd003b-54d.b-cdn.net/9d64ad5f-df6d-4e6f-a2cc-186f67421417/thumbnail_03d9d8b7.jpg,https://vz-cddd003b-54d.b-cdn.net/9d64ad5f-df6d-4e6f-a2cc-186f67421417/preview.webp?v=1761100514,https://olympo.b-cdn.net/piernas/Sentadilla-Hack-Eje.MOV
sentadilla-hack-invertida,Sentadilla Hack invertida (mirando hacia la máquina),"Ubica los pies sobre la plataforma y apoya la espalda contra el respaldo de la máquina Hack, esta vez mirando hacia ella. Coloca los hombros debajo de los cojines. Desciende controladamente flexionando las rodillas y manteniendo la espalda neutra. Mantén los talones apoyados y el torso ligeramente inclinado hacia adelante, activando glúteos y femorales. Ideal para trabajar el tren inferior con énfasis posterior.","[""Mayor activación de glúteos e isquiotibiales"",""Menor carga sobre la zona lumbar"",""Variante segura para hipertrofia del tren inferior""]","[""Arqueo excesivo de la espalda"",""Impulsarse con la cadera"",""No bajar suficiente""]","[""Ajusta la altura de la plataforma y topes"",""Controla la bajada y evita rebotes"",""Mantén los talones apoyados todo el tiempo""]",compuesto,Glúteos,"[""Isquiotibiales"",""Cuádriceps"",""Core""]","[""Máquina Hack""]","[""Intermedio"",""Avanzado""]",alta,hipertrofia,9,"[""piernas"",""glúteos"",""gimnasio"",""máquinas""]","[""sentadilla-hack-invertida"",""sentadilla-hack"",""hack-total-vertical-pimpos""]",https://vz-cddd003b-54d.b-cdn.net/a36e8edf-1f79-4b16-85d2-2c6ad9e620e5/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/a36e8edf-1f79-4b16-85d2-2c6ad9e620e5,https://vz-cddd003b-54d.b-cdn.net/a36e8edf-1f79-4b16-85d2-2c6ad9e620e5/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/a36e8edf-1f79-4b16-85d2-2c6ad9e620e5/preview.webp?v=1752893446,https://olympo.b-cdn.net/piernas/Sentadilla-Hack-Invertida.mp4
sentadilla-hack-unilateral,Sentadilla Hack a una pierna,"Ubica un solo pie sobre la plataforma de la máquina Hack, el otro pie queda suspendido o hacia atrás. Apoya la espalda contra el respaldo y coloca los hombros bajo los cojines. Flexiona la rodilla de la pierna activa bajando lentamente, manteniendo el torso estable y la espalda recta. Este ejercicio exige fuerza, estabilidad y control, con un alto enfoque en glúteos y cuádriceps.","[""Mayor activación unilateral de glúteos y cuádriceps"",""Desarrolla equilibrio y fuerza funcional"",""Corrige desbalances entre piernas""]","[""Perder la alineación de la rodilla"",""Impulsarse con el torso"",""No mantener el core activo""]","[""Inicia con poco peso"",""Realiza el movimiento controlado"",""No extiendas completamente la rodilla al subir""]",compuesto,Cuádriceps,"[""Glúteos"",""Isquiotibiales"",""Core""]","[""Máquina Hack""]","[""Intermedio"",""Avanzado""]",alta,hipertrofia,9,"[""piernas"",""glúteos"",""gimnasio"",""unilateral""]","[""sentadilla-hack-unilateral"",""sentadilla-hack"",""sentadilla-hack-invertida""]",https://vz-cddd003b-54d.b-cdn.net/4d884863-9a73-4074-bfe3-5b3e0ad52604/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/4d884863-9a73-4074-bfe3-5b3e0ad52604,https://vz-cddd003b-54d.b-cdn.net/4d884863-9a73-4074-bfe3-5b3e0ad52604/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/4d884863-9a73-4074-bfe3-5b3e0ad52604/preview.webp?v=1752893573,https://olympo.b-cdn.net/piernas/Sentadilla-Hack-Unilateral.mp4
sentadilla-kettlebell,Sentadilla con pesa rusa,"De pie, con los pies al ancho de los hombros, sujeta una pesa rusa frente al pecho con ambas manos (posición tipo cáliz). Mantén el pecho erguido, el core activo y baja en sentadilla empujando las caderas hacia atrás y hacia abajo. Mantén los talones apoyados y las rodillas alineadas. Luego, empuja con los pies para volver a la posición inicial. Este ejercicio es ideal para fortalecer el tren inferior, mejorar la postura y controlar el peso corporal.","[""Fortalece piernas y glúteos"",""Activa el core"",""Mejora la movilidad y estabilidad""]","[""Llevar las rodillas hacia adentro"",""Inclinar el torso en exceso"",""Perder contacto de los talones con el suelo""]","[""Mantén la pesa cerca del pecho"",""No bajes más allá de tu rango controlado"",""Inicia con poco peso si eres principiante""]",compuesto,Cuádriceps,"[""Glúteos"",""Isquiotibiales"",""Core""]","[""Pesa rusa""]","[""Principiante"",""Intermedio""]",media,hipertrofia,8,"[""piernas"",""glúteos"",""casa"",""peso corporal"",""pesa rusa""]","[""sentadilla-kettlebell"",""sentadilla-goblet"",""sentadilla-mancuernas""]",https://vz-cddd003b-54d.b-cdn.net/7c5a3da9-c1be-4e98-98ca-047a8cd7f2a3/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/7c5a3da9-c1be-4e98-98ca-047a8cd7f2a3,https://vz-cddd003b-54d.b-cdn.net/7c5a3da9-c1be-4e98-98ca-047a8cd7f2a3/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/7c5a3da9-c1be-4e98-98ca-047a8cd7f2a3/preview.webp?v=1752893486,https://olympo.b-cdn.net/piernas/Sentadilla-Kettlebell.mp4
sentadilla-libre,Sentadilla libre (Sentadilla trasera con barra),"Coloca la barra sobre la parte alta de la espalda, pies al ancho de hombros y puntas ligeramente hacia afuera. Flexiona caderas y rodillas bajando el cuerpo hasta que los muslos estén al menos paralelos al suelo, manteniendo la espalda recta y el core firme. Sube empujando a través de los talones hasta volver a la posición inicial. Controla el movimiento en ambas fases y evita que las rodillas colapsen hacia adentro.","[""Desarrolla fuerza y masa muscular en piernas y glúteos"",""Mejora movilidad y estabilidad articular"",""Ejercicio fundamental para potencia y rendimiento""]","[""Redondear la espalda"",""Rodillas hacia adentro"",""No bajar lo suficiente""]","[""Calienta antes de realizarla"",""Mantén la técnica en todo momento"",""Evita cargas máximas si eres principiante""]",compuesto,Cuádriceps,"[""Glúteos"",""Isquiotibiales"",""Core"",""Aductores""]","[""Barra"",""Discos de peso"",""Rack o soportes""]","[""Intermedio"",""Avanzado""]",alta,hipertrofia,10,"[""gimnasio"",""piernas"",""barra""]","[""sentadilla-libre"",""sentadilla-mancuernas"",""sentadilla-goblet""]",https://vz-cddd003b-54d.b-cdn.net/e70912cc-eaa1-4806-af1c-46f413a77d4c/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/e70912cc-eaa1-4806-af1c-46f413a77d4c,https://vz-cddd003b-54d.b-cdn.net/e70912cc-eaa1-4806-af1c-46f413a77d4c/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/e70912cc-eaa1-4806-af1c-46f413a77d4c/preview.webp?v=1771995253,https://olympo.b-cdn.net/piernas/Sentadilla-Libre.MOV
sentadilla-mancuernas,Sentadilla con mancuernas,"De pie con los pies al ancho de hombros, sostiene una mancuerna en cada mano a los lados o una sola en posición goblet frente al pecho. Flexiona caderas y rodillas bajando el cuerpo hasta que los muslos estén paralelos al suelo, manteniendo el pecho erguido y el core activo. Sube controlando el movimiento y empuja desde los talones.","[""Fácil de adaptar para principiantes o en casa"",""Desarrolla fuerza y masa en piernas y glúteos"",""Mejora la movilidad y la técnica de sentadilla""]","[""Inclinar el torso en exceso"",""Colocar los pies muy juntos o anchos"",""No bajar lo suficiente""]","[""Mantén el peso cerca del cuerpo"",""Controla la bajada"",""Evita sobrecargar sin experiencia""]",compuesto,Cuádriceps,"[""Glúteos"",""Isquiotibiales"",""Core"",""Aductores""]","[""Mancuernas""]","[""Principiante"",""Intermedio"",""Avanzado""]",media,hipertrofia,8,"[""gimnasio"",""piernas"",""casa"",""mancuernas""]","[""sentadilla-mancuernas"",""sentadilla-goblet"",""sentadilla-libre""]",https://vz-cddd003b-54d.b-cdn.net/5a03818a-4d12-421b-9848-320019803ca6/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/5a03818a-4d12-421b-9848-320019803ca6,https://vz-cddd003b-54d.b-cdn.net/5a03818a-4d12-421b-9848-320019803ca6/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/5a03818a-4d12-421b-9848-320019803ca6/preview.webp?v=1752893647,https://olympo.b-cdn.net/piernas/Sentadilla-Mancuernas.mp4
sentadilla-maquina,Sentadilla en máquina de sentadilla,"Ajusta la máquina de palanca, apoya hombros y espalda, pies adelante. Baja controlando hasta que los muslos estén paralelos al suelo. Sube empujando desde los talones, manteniendo el core firme. Permite sobrecarga segura y controlada.","[""Aísla cuádriceps y glúteos"",""Permite cargas progresivas seguras"",""Reduce impacto lumbar""]","[""Despegar espalda del respaldo"",""Pies mal ubicados"",""No controlar la bajada""]","[""Ajusta la máquina a tu estatura"",""Evita bloquear rodillas"",""Controla el movimiento""]",compuesto,Cuádriceps,"[""Glúteos"",""Isquiotibiales"",""Core""]","[""Máquina de sentadilla de palanca""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,8,"[""gimnasio"",""piernas"",""maquina""]","[""sentadilla-maquina"",""sentadilla-smith"",""sentadilla-hack""]",https://vz-cddd003b-54d.b-cdn.net/d71820ec-f297-479a-af91-bacb1ee39d66/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/d71820ec-f297-479a-af91-bacb1ee39d66,https://vz-cddd003b-54d.b-cdn.net/d71820ec-f297-479a-af91-bacb1ee39d66/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/d71820ec-f297-479a-af91-bacb1ee39d66/preview.webp?v=1771995345,https://olympo.b-cdn.net/piernas/Sentadilla-Maquina.MOV
sentadilla-pausa,Sentadilla con pausa,"Realiza la sentadilla tradicional, pero añade una pausa de 1-3 segundos en la parte baja antes de subir. Mantén el core activo y la espalda recta durante la pausa. Ideal para ganar control y fuerza en el rango más difícil.","[""Mejora control y fuerza en el punto de mayor dificultad"",""Aumenta tiempo bajo tensión"",""Corrige errores técnicos""]","[""No mantener la espalda recta"",""Pérdida de tensión en la pausa"",""Usar peso excesivo""]","[""Pausa controlada"",""no relajes el core"",""No sobrecargues de entrada"",""Mantén técnica en todo momento""]",compuesto,Cuádriceps,"[""Glúteos"",""Isquiotibiales"",""Core""]","[""Barra"",""Discos de peso""]","[""Intermedio"",""Avanzado""]",alta,hipertrofia,9,"[""gimnasio"",""piernas"",""barra""]","[""sentadilla-pausa"",""sentadilla-libre"",""sentadilla-smith""]",https://vz-cddd003b-54d.b-cdn.net/a9937569-709c-41f5-b751-e9a3e434b29f/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/a9937569-709c-41f5-b751-e9a3e434b29f,https://vz-cddd003b-54d.b-cdn.net/a9937569-709c-41f5-b751-e9a3e434b29f/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/a9937569-709c-41f5-b751-e9a3e434b29f/preview.webp?v=1752893961,https://olympo.b-cdn.net/piernas/Sentadilla-Pausa.mp4
sentadilla-pendulo,Sentadilla péndulo,"En máquina de sentadilla péndulo, coloca los hombros y la espalda en los apoyos. Flexiona caderas y rodillas bajando la plataforma hacia atrás en un ángulo de péndulo, hasta que los muslos estén paralelos al suelo. Sube empujando desde los talones. Controla ambas fases y evita estirar por completo las rodillas.","[""Mayor rango de movimiento"",""Reduce estrés lumbar"",""Excelente para hipertrofia de cuádriceps y glúteos""]","[""No ajustar bien la máquina"",""Despegar la espalda del respaldo"",""Bajar en exceso o con rebote""]","[""Ajusta la máquina a tu altura"",""No bloquees las rodillas"",""Comienza con poco peso""]",compuesto,Cuádriceps,"[""Glúteos"",""Core"",""Isquiotibiales"",""Aductores""]","[""Máquina péndulo""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,8,"[""gimnasio"",""piernas"",""maquina""]","[""sentadilla-pendulo"",""sentadilla-hack"",""hack-total-vertical-pimpos""]",https://vz-cddd003b-54d.b-cdn.net/a9a03d88-6b1e-4176-a6e3-b9cdddb68f57/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/a9a03d88-6b1e-4176-a6e3-b9cdddb68f57,https://vz-cddd003b-54d.b-cdn.net/a9a03d88-6b1e-4176-a6e3-b9cdddb68f57/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/a9a03d88-6b1e-4176-a6e3-b9cdddb68f57/preview.webp?v=1761112822,https://olympo.b-cdn.net/piernas/Sentadilla-Pendulo.MOV
sentadilla-salto,Sentadilla con salto,"De pie, pies al ancho de hombros, baja en sentadilla y luego salta explosivamente, extendiendo caderas y rodillas. Aterriza suavemente y repite. Controla el aterrizaje para proteger rodillas y espalda. Excelente para potencia y explosividad.","[""Desarrolla potencia y explosividad"",""Mejora capacidad cardiovascular"",""Fortalece piernas y core""]","[""No amortiguar el salto"",""Aterrizar con piernas rígidas"",""Inclinar el torso en exceso""]","[""Superficie adecuada para saltar"",""Evita fatiga excesiva"",""Progresar según condición física""]",funcional,Cuádriceps,"[""Glúteos"",""Isquiotibiales"",""Core"",""Pantorrillas""]","[""Peso corporal""]","[""Intermedio"",""Avanzado""]",alta,hipertrofia,8,"[""gimnasio"",""piernas"",""casa"",""explosivo""]","[""sentadilla-salto"",""sentadilla-libre"",""sentadilla-mancuernas""]",https://vz-cddd003b-54d.b-cdn.net/daed8e30-62c9-40c2-ba5a-a612ad32a348/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/daed8e30-62c9-40c2-ba5a-a612ad32a348,https://vz-cddd003b-54d.b-cdn.net/daed8e30-62c9-40c2-ba5a-a612ad32a348/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/daed8e30-62c9-40c2-ba5a-a612ad32a348/preview.webp?v=1752891795,https://olympo.b-cdn.net/piernas/Check.mp4
sentadilla-sissy,Sentadilla sissy,"De pie, con los pies juntos, apóyate si es necesario. Mantén el torso erguido y baja doblando solo las rodillas hacia adelante, manteniendo el cuerpo recto y subiendo los talones. Baja lo más posible y sube controlando. Excelente para trabajar cuádriceps con poco peso.","[""Aísla cuádriceps"",""Mejora fuerza y control articular"",""Ideal para mejorar estabilidad de rodilla""]","[""Inclinar el torso hacia adelante"",""Bajar con rebote"",""No controlar el movimiento""]","[""Practica primero con apoyo"",""No bajes más allá de tu movilidad"",""Evita si tienes molestias de rodilla""]",aislado,Cuádriceps,"[""Core""]","[""Ninguno"",""Apoyo para estabilidad (opcional)""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,7,"[""gimnasio"",""piernas"",""casa"",""bajo impacto""]","[""sentadilla-sissy"",""sentadilla-libre"",""sentadilla-smith""]",https://vz-cddd003b-54d.b-cdn.net/763a13bb-525a-4ef0-babc-1259f7df4a0d/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/763a13bb-525a-4ef0-babc-1259f7df4a0d,https://vz-cddd003b-54d.b-cdn.net/763a13bb-525a-4ef0-babc-1259f7df4a0d/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/763a13bb-525a-4ef0-babc-1259f7df4a0d/preview.webp?v=1761104885,https://olympo.b-cdn.net/piernas/Sentadilla-Sissy.MOV
sentadilla-smith,Sentadilla en máquina Smith,"Coloca la barra de la máquina Smith sobre la parte alta de la espalda, pies al ancho de hombros y un poco adelantados. Baja controlando hasta que los muslos estén paralelos al suelo y sube empujando desde los talones. Ideal para control y sobrecarga progresiva.","[""Permite trabajar con seguridad y control"",""Ideal para principiantes"",""Aísla cuádriceps y glúteos""]","[""Colocar los pies demasiado atrás"",""Inclinar el torso"",""No bajar lo suficiente""]","[""Ajusta el banco o soportes según estatura"",""No sobrecargues sin técnica"",""Mantén espalda apoyada""]",compuesto,Cuádriceps,"[""Glúteos"",""Isquiotibiales"",""Core""]","[""Máquina Smith""]","[""Principiante"",""Intermedio"",""Avanzado""]",media,hipertrofia,8,"[""gimnasio"",""piernas"",""maquina"",""barra""]","[""sentadilla-smith"",""sentadilla-frontal"",""sentadilla-libre""]",https://vz-cddd003b-54d.b-cdn.net/ee9bf578-d59d-476a-ac8f-85835bdb30de/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/ee9bf578-d59d-476a-ac8f-85835bdb30de,https://vz-cddd003b-54d.b-cdn.net/ee9bf578-d59d-476a-ac8f-85835bdb30de/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/ee9bf578-d59d-476a-ac8f-85835bdb30de/preview.webp?v=1761104053,https://olympo.b-cdn.net/piernas/Sentadilla-Smith.MOV
shrugs-barra-detras,Encogimientos por detrás con barra,"Sujeta la barra detrás de los glúteos y eleva los hombros verticalmente hacia las orejas, manteniendo el torso recto. Ideal para enfatizar fibras medias del trapecio y variar el estímulo.","[""Enfasis en fibras medias de trapecio"",""Mejora retracción escapular y postura"",""Varía el estímulo respecto a encogimientos frontales""]","[""Rango de movimiento limitado"",""Golpear los glúteos con la barra"",""Inclinar el torso en exceso""]","[""Comienza con poco peso"",""Mantén la barra cerca del cuerpo"",""Evita cargas que incomoden el agarre""]",aislado,Trapecio,"[""Romboides"",""Elevador de la escápula"",""Deltoides""]","[""Barra"",""Rack o soportes""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,7,"[""gimnasio"",""espalda"",""hombros"",""barra""]","[""encogimientos-mancuernas"",""shrugs-barra-detras""]",https://vz-cddd003b-54d.b-cdn.net/88002f6a-9348-485e-82eb-ac2f41f0bcff/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/88002f6a-9348-485e-82eb-ac2f41f0bcff,https://vz-cddd003b-54d.b-cdn.net/88002f6a-9348-485e-82eb-ac2f41f0bcff/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/88002f6a-9348-485e-82eb-ac2f41f0bcff/preview.webp?v=1752876299,https://olympo.b-cdn.net/espalda/Shrugs-Barra-Detras.mp4
step-down,Step down unilateral desde banco,"De pie sobre un banco, baja el talón de la pierna libre hacia el suelo flexionando la pierna de apoyo. Controla el descenso y sube de nuevo solo con la pierna en el banco. Mantén el torso erguido y la rodilla alineada con el pie, sin impulso. Excelente para fuerza excéntrica, equilibrio y control neuromuscular.","[""Desarrolla fuerza excéntrica en cuádriceps"",""Fortalece glúteo medio y estabilizadores de cadera"",""Mejora el equilibrio y propiocepción""]","[""Descenso rápido o descontrolado"",""Impulsarse con la pierna libre"",""Rodilla desviada hacia adentro""]","[""Comienza con altura baja y sin peso"",""Asegura estabilidad del banco"",""Progresar lentamente si hay problemas de rodilla""]",funcional,Cuádriceps,"[""Glúteos"",""Isquiotibiales"",""Core""]","[""Banco o plataforma"",""Mancuernas (opcional)""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,8,"[""gimnasio"",""piernas"",""casa"",""bajo impacto""]","[""step-down"",""step-up-barra"",""step-up-mancuerna""]",https://vz-cddd003b-54d.b-cdn.net/b58fd51c-5bff-4c8a-83cc-08cc60c7fe5e/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/b58fd51c-5bff-4c8a-83cc-08cc60c7fe5e,https://vz-cddd003b-54d.b-cdn.net/b58fd51c-5bff-4c8a-83cc-08cc60c7fe5e/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/b58fd51c-5bff-4c8a-83cc-08cc60c7fe5e/preview.webp?v=1752894011,https://olympo.b-cdn.net/piernas/Step-Down.mp4
